"Primary","RelatedTo","RelType"
"2440","657","father"
"2441","582","father"
"2441","2402","father"
"2442","233","sibling"
"2442","456","sibling"
"2442","2701","child"
"2442","2857","sibling"
"2443","338","sibling"
"2443","1328","child"
"2443","2875","sibling"
"2444","177","child"
"2444","309","mother"
"2444","2000","mother"
"2444","2478","spouseOrConcubine"
"2445","125","sibling"
"2445","287","sibling"
"2445","821","sibling"
"2445","2725","child"
"2446","524","sibling"
"2446","867","sibling"
"2446","1102","sibling"
"2446","1311","sibling"
"2446","1380","sibling"
"2446","1386","sibling"
"2446","1490","child"
"2446","1564","sibling"
"2446","1726","sibling"
"2446","1893","sibling"
"2446","1917","sibling"
"2446","1952","sibling"
"2446","2580","sibling"
"2446","2932","sibling"
"2447","158","sibling"
"2447","293","sibling"
"2447","336","sibling"
"2447","423","sibling"
"2447","436","sibling"
"2447","463","child"
"2447","757","sibling"
"2447","1038","sibling"
"2447","1298","sibling"
"2447","1569","sibling"
"2447","2115","sibling"
"2447","2120","sibling"
"2448","186","sibling"
"2448","2749","child"
"2450","519","spouseOrConcubine"
"2450","1897","spouseOrConcubine"
"2450","2228","mother"
"2451","962","child"
"2451","1461","sibling"
"2451","2206","sibling"
"2451","2380","sibling"
"2451","2452","sibling"
"2451","2481","sibling"
"2452","962","child"
"2452","1461","sibling"
"2452","2206","sibling"
"2452","2380","sibling"
"2452","2451","sibling"
"2452","2481","sibling"
"2453","222","sibling"
"2453","646","sibling"
"2453","813","sibling"
"2453","1623","sibling"
"2453","2192","sibling"
"2453","2233","child"
"2453","2324","sibling"
"2453","2627","sibling"
"2454","65","father"
"2454","559","child"
"2455","535","child"
"2455","1030","father"
"2456","749","sibling"
"2456","791","child"
"2456","1558","sibling"
"2456","1915","sibling"
"2456","2170","sibling"
"2456","2293","sibling"
"2456","2655","sibling"
"2456","2942","spouseOrConcubine"
"2456","3030","sibling"
"2457","2185","child"
"2457","3106","father"
"2459","2024","child"
"2460","2036","child"
"2462","629","sibling"
"2462","1239","sibling"
"2462","1412","sibling"
"2462","1466","sibling"
"2462","1571","child"
"2462","1590","sibling"
"2462","1612","sibling"
"2462","2314","sibling"
"2462","2720","sibling"
"2462","2895","sibling"
"2463","519","father"
"2463","2144","child"
"2465","3087","father"
"2468","1005","spouseOrConcubine"
"2468","1933","child"
"2469","15","father"
"2469","1168","child"
"2469","1400","child"
"2469","1647","father"
"2470","991","father"
"2471","621","sibling"
"2471","1327","sibling"
"2471","1806","sibling"
"2471","1924","sibling"
"2471","2848","child"
"2472","258","spouseOrConcubine"
"2473","58","spouseOrConcubine"
"2473","616","mother"
"2473","1407","sibling"
"2473","2143","sibling"
"2473","2841","child"
"2474","1210","sibling"
"2474","1634","sibling"
"2474","1684","sibling"
"2474","1801","sibling"
"2474","2593","child"
"2478","152","spouseOrConcubine"
"2478","309","father"
"2478","622","father"
"2478","641","father"
"2478","1692","father"
"2478","1784","child"
"2478","1990","father"
"2478","2000","father"
"2478","2001","father"
"2478","2073","father"
"2478","2444","spouseOrConcubine"
"2481","962","child"
"2481","1461","sibling"
"2481","2206","sibling"
"2481","2380","sibling"
"2481","2451","sibling"
"2481","2452","sibling"
"2483","48","sibling"
"2483","1522","child"
"2484","342","halfSiblingSameFather"
"2484","538","sibling"
"2484","708","father"
"2484","843","sibling"
"2484","986","child"
"2484","1520","child"
"2484","2391","sibling"
"2485","248","father"
"2485","1015","father"
"2485","1016","father"
"2485","1238","father"
"2485","1831","father"
"2485","2719","father"
"2485","2860","father"
"2485","3062","father"
"2486","277","sibling"
"2486","2130","child"
"2487","1128","sibling"
"2487","1188","sibling"
"2487","2231","sibling"
"2487","2258","sibling"
"2487","2421","sibling"
"2487","2627","child"
"2488","1718","child"
"2488","1964","father"
"2489","104","father"
"2489","1215","father"
"2489","2559","father"
"2490","1753","father"
"2492","337","child"
"2492","478","sibling"
"2492","640","sibling"
"2492","648","sibling"
"2492","1616","sibling"
"2493","127","father"
"2493","1125","father"
"2494","379","child"
"2494","815","father"
"2494","1245","father"
"2495","2824","child"
"2496","1618","father"
"2496","1778","child"
"2496","2259","sibling"
"2497","344","child"
"2497","1732","father"
"2499","562","child"
"2500","410","sibling"
"2500","2186","child"
"2501","704","sibling"
"2501","1183","sibling"
"2501","3002","child"
"2503","2142","father"
"2503","2428","child"
"2504","13","sibling"
"2504","78","child"
"2504","533","sibling"
"2504","1193","father"
"2504","1231","child"
"2505","2058","child"
"2506","701","child"
"2506","1199","sibling"
"2506","1306","sibling"
"2506","1736","sibling"
"2506","2309","sibling"
"2506","2407","sibling"
"2507","67","sibling"
"2507","295","sibling"
"2507","538","child"
"2507","701","sibling"
"2507","889","sibling"
"2507","1282","halfSiblingSameFather"
"2507","1408","halfSiblingSameFather"
"2507","1571","halfSiblingSameFather"
"2507","1842","child"
"2507","2010","sibling"
"2507","2113","halfSiblingSameFather"
"2507","2576","sibling"
"2507","2675","sibling"
"2507","2716","sibling"
"2507","2866","sibling"
"2512","55","halfSiblingSameFather"
"2512","1185","halfSiblingSameFather"
"2512","1543","child"
"2512","1604","sibling"
"2512","1643","sibling"
"2512","1900","sibling"
"2512","2011","sibling"
"2512","2089","sibling"
"2512","2513","child"
"2512","3063","sibling"
"2513","55","father"
"2513","587","spouseOrConcubine"
"2513","1185","father"
"2513","1543","spouseOrConcubine"
"2513","1581","spouseOrConcubine"
"2513","1604","father"
"2513","1643","father"
"2513","1900","father"
"2513","2011","father"
"2513","2089","father"
"2513","2512","father"
"2513","3063","father"
"2514","674","child"
"2515","1567","spouseOrConcubine"
"2515","2855","child"
"2516","1085","halfSiblingSameFather"
"2516","1368","child"
"2516","1667","halfSiblingSameFather"
"2516","1730","child"
"2516","1950","sibling"
"2517","835","father"
"2517","2756","child"
"2518","2047","father"
"2518","2562","child"
"2519","1524","father"
"2519","2975","child"
"2520","1973","father"
"2521","781","father"
"2524","1358","child"
"2525","1250","child"
"2525","1369","father"
"2525","1529","sibling"
"2526","1869","father"
"2527","951","child"
"2530","769","sibling"
"2530","1563","child"
"2531","31","child"
"2531","38","halfSiblingSameFather"
"2531","365","halfSiblingSameFather"
"2531","1603","sibling"
"2531","2412","child"
"2531","2610","halfSiblingSameFather"
"2531","2980","sibling"
"2531","3098","halfSiblingSameFather"
"2532","480","sibling"
"2532","637","sibling"
"2532","1031","sibling"
"2532","1185","child"
"2532","1473","sibling"
"2532","1511","sibling"
"2532","1609","sibling"
"2532","1644","sibling"
"2532","2023","sibling"
"2532","2093","sibling"
"2532","2616","sibling"
"2532","2989","sibling"
"2533","389","father"
"2533","1896","child"
"2534","261","child"
"2536","2052","child"
"2537","430","sibling"
"2537","477","sibling"
"2537","492","sibling"
"2537","603","sibling"
"2537","654","sibling"
"2537","1420","sibling"
"2537","1538","sibling"
"2537","2679","sibling"
"2537","2730","sibling"
"2537","2803","sibling"
"2537","3104","child"
"2538","2101","sibling"
"2538","2146","sibling"
"2538","2430","child"
"2538","3043","sibling"
"2539","110","child"
"2541","1694","father"
"2542","53","father"
"2542","684","sibling"
"2542","2130","father"
"2542","2249","child"
"2543","1935","father"
"2543","2419","child"
"2544","516","child"
"2544","619","sibling"
"2544","1219","halfSiblingSameFather"
"2544","1280","halfSiblingSameFather"
"2544","2005","child"
"2544","2088","sibling"
"2545","2963","child"
"2547","59","halfSiblingSameFather"
"2547","97","halfSiblingSameFather"
"2547","232","halfSiblingSameFather"
"2547","416","child"
"2547","655","halfSiblingSameFather"
"2547","728","sibling"
"2547","869","sibling"
"2547","939","halfSiblingSameFather"
"2547","994","child"
"2547","1078","sibling"
"2547","1143","sibling"
"2547","1148","sibling"
"2547","1156","sibling"
"2547","1163","sibling"
"2547","1584","sibling"
"2547","2152","sibling"
"2547","2179","sibling"
"2547","2213","sibling"
"2547","2657","halfSiblingSameFather"
"2547","2715","sibling"
"2547","2762","sibling"
"2547","2822","sibling"
"2548","360","sibling"
"2548","731","sibling"
"2548","875","child"
"2548","1081","sibling"
"2548","2592","sibling"
"2548","3068","sibling"
"2550","141","father"
"2550","367","child"
"2550","1056","father"
"2550","1296","father"
"2551","669","father"
"2552","1553","child"
"2553","1153","father"
"2554","402","sibling"
"2554","595","sibling"
"2554","1457","sibling"
"2554","2161","sibling"
"2554","2620","child"
"2556","90","child"
"2558","129","father"
"2559","104","sibling"
"2559","1215","sibling"
"2559","2489","child"
"2561","11","father"
"2561","82","sibling"
"2561","155","sibling"
"2561","271","father"
"2561","281","sibling"
"2561","480","child"
"2561","606","father"
"2561","639","father"
"2561","644","sibling"
"2561","856","sibling"
"2561","1050","father"
"2561","1106","father"
"2561","1370","father"
"2561","1385","father"
"2561","1474","father"
"2561","1664","sibling"
"2561","2063","sibling"
"2561","2315","father"
"2561","2988","sibling"
"2561","3067","father"
"2562","679","sibling"
"2562","720","sibling"
"2562","838","sibling"
"2562","915","child"
"2562","2239","sibling"
"2562","2518","father"
"2562","2741","child"
"2562","3102","sibling"
"2563","1169","father"
"2563","2925","child"
"2565","520","sibling"
"2565","551","child"
"2565","564","sibling"
"2565","632","sibling"
"2565","1371","sibling"
"2565","2218","sibling"
"2566","617","child"
"2566","1894","sibling"
"2567","998","sibling"
"2567","2380","child"
"2568","39","sibling"
"2568","191","sibling"
"2568","842","sibling"
"2568","1011","sibling"
"2568","1345","sibling"
"2568","1462","sibling"
"2568","1465","sibling"
"2568","1640","sibling"
"2568","1686","child"
"2568","2227","sibling"
"2568","2253","sibling"
"2568","2602","sibling"
"2568","2911","sibling"
"2569","999","sibling"
"2569","1685","child"
"2570","493","child"
"2571","30","child"
"2571","678","sibling"
"2571","1472","sibling"
"2571","1704","sibling"
"2571","2022","sibling"
"2571","2059","sibling"
"2571","3059","sibling"
"2576","67","sibling"
"2576","295","sibling"
"2576","538","child"
"2576","701","sibling"
"2576","889","sibling"
"2576","1282","halfSiblingSameFather"
"2576","1408","halfSiblingSameFather"
"2576","1571","halfSiblingSameFather"
"2576","1842","child"
"2576","2010","sibling"
"2576","2113","halfSiblingSameFather"
"2576","2507","sibling"
"2576","2675","sibling"
"2576","2716","sibling"
"2576","2866","sibling"
"2579","766","father"
"2579","1302","child"
"2580","524","sibling"
"2580","867","sibling"
"2580","1102","sibling"
"2580","1311","sibling"
"2580","1380","sibling"
"2580","1386","sibling"
"2580","1490","child"
"2580","1564","sibling"
"2580","1726","sibling"
"2580","1893","sibling"
"2580","1917","sibling"
"2580","1952","sibling"
"2580","2446","sibling"
"2580","2932","sibling"
"2583","310","sibling"
"2583","883","sibling"
"2583","1384","child"
"2583","2216","sibling"
"2583","2304","sibling"
"2583","2423","sibling"
"2583","2620","father"
"2586","778","child"
"2586","2636","father"
"2587","284","child"
"2587","992","father"
"2588","1365","child"
"2589","348","sibling"
"2589","763","sibling"
"2589","1317","child"
"2589","1481","sibling"
"2589","1496","sibling"
"2589","2650","sibling"
"2590","130","sibling"
"2590","267","sibling"
"2590","1825","sibling"
"2590","2650","child"
"2591","1166","father"
"2592","360","sibling"
"2592","731","sibling"
"2592","875","child"
"2592","1081","sibling"
"2592","2548","sibling"
"2592","3068","sibling"
"2593","993","child"
"2593","1209","sibling"
"2593","1210","father"
"2593","1634","father"
"2593","1684","father"
"2593","1751","child"
"2593","1801","father"
"2593","2250","sibling"
"2593","2338","halfSiblingSameFather"
"2593","2474","father"
"2593","2984","halfSiblingSameFather"
"2596","1390","father"
"2598","965","child"
"2598","2201","father"
"2599","5","child"
"2600","822","father"
"2601","614","father"
"2601","1397","child"
"2602","39","sibling"
"2602","191","sibling"
"2602","842","sibling"
"2602","1011","sibling"
"2602","1345","sibling"
"2602","1462","sibling"
"2602","1465","sibling"
"2602","1640","sibling"
"2602","1686","child"
"2602","2227","sibling"
"2602","2253","sibling"
"2602","2568","sibling"
"2602","2911","sibling"
"2603","196","sibling"
"2603","601","sibling"
"2603","1562","child"
"2603","3104","sibling"
"2604","133","father"
"2605","1010","child"
"2606","56","sibling"
"2606","471","sibling"
"2606","1384","sibling"
"2606","1426","sibling"
"2606","1445","sibling"
"2606","1765","sibling"
"2606","2021","sibling"
"2606","2240","sibling"
"2606","3054","child"
"2607","1255","child"
"2607","1409","sibling"
"2607","1467","sibling"
"2608","658","child"
"2608","693","father"
"2608","1795","sibling"
"2608","2178","sibling"
"2608","3065","sibling"
"2609","3070","child"
"2610","38","sibling"
"2610","365","sibling"
"2610","1603","halfSiblingSameFather"
"2610","1841","child"
"2610","2412","child"
"2610","2531","halfSiblingSameFather"
"2610","2980","halfSiblingSameFather"
"2610","3098","sibling"
"2612","3113","child"
"2613","285","father"
"2613","312","father"
"2613","349","father"
"2613","726","sibling"
"2613","1049","father"
"2613","1359","sibling"
"2613","1834","father"
"2613","2210","child"
"2614","1476","child"
"2614","1796","sibling"
"2614","2389","father"
"2614","2419","sibling"
"2614","2826","sibling"
"2615","546","father"
"2615","1650","child"
"2616","480","sibling"
"2616","637","sibling"
"2616","1031","sibling"
"2616","1185","child"
"2616","1473","sibling"
"2616","1511","sibling"
"2616","1609","sibling"
"2616","1644","sibling"
"2616","2023","sibling"
"2616","2093","sibling"
"2616","2532","sibling"
"2616","2989","sibling"
"2618","132","father"
"2618","1636","father"
"2620","402","father"
"2620","595","father"
"2620","1457","father"
"2620","2161","father"
"2620","2554","father"
"2620","2583","child"
"2621","2703","father"
"2622","1325","father"
"2622","1649","child"
"2623","1450","child"
"2624","1274","child"
"2624","2219","father"
"2626","2191","child"
"2627","222","sibling"
"2627","646","sibling"
"2627","813","sibling"
"2627","1128","father"
"2627","1188","father"
"2627","1623","sibling"
"2627","2192","sibling"
"2627","2231","father"
"2627","2233","child"
"2627","2258","father"
"2627","2324","sibling"
"2627","2421","father"
"2627","2453","sibling"
"2627","2487","father"
"2636","2586","child"
"2637","1003","child"
"2639","1436","sibling"
"2639","1700","father"
"2639","1959","child"
"2640","369","sibling"
"2640","1316","sibling"
"2640","1383","sibling"
"2640","1700","child"
"2640","1755","sibling"
"2640","1848","sibling"
"2640","2081","sibling"
"2640","2197","sibling"
"2640","3026","sibling"
"2642","2905","father"
"2644","1004","father"
"2650","130","father"
"2650","267","father"
"2650","348","sibling"
"2650","763","sibling"
"2650","1317","child"
"2650","1481","sibling"
"2650","1496","sibling"
"2650","1825","father"
"2650","2589","sibling"
"2650","2590","father"
"2653","224","child"
"2654","705","sibling"
"2654","862","sibling"
"2654","1614","sibling"
"2654","2425","sibling"
"2654","2878","child"
"2654","2918","sibling"
"2655","749","sibling"
"2655","791","child"
"2655","1558","sibling"
"2655","1915","sibling"
"2655","2170","sibling"
"2655","2293","sibling"
"2655","2456","sibling"
"2655","3030","sibling"
"2656","2025","father"
"2656","2432","child"
"2657","54","child"
"2657","59","halfSiblingSameFather"
"2657","97","halfSiblingSameFather"
"2657","232","halfSiblingSameFather"
"2657","655","halfSiblingSameFather"
"2657","728","sibling"
"2657","869","sibling"
"2657","939","halfSiblingSameFather"
"2657","994","child"
"2657","1078","sibling"
"2657","1143","sibling"
"2657","1148","sibling"
"2657","1156","sibling"
"2657","1163","sibling"
"2657","1584","sibling"
"2657","2152","halfSiblingSameFather"
"2657","2179","sibling"
"2657","2213","sibling"
"2657","2547","halfSiblingSameFather"
"2657","2715","halfSiblingSameFather"
"2657","2762","halfSiblingSameFather"
"2657","2822","sibling"
"2659","1846","child"
"2660","381","sibling"
"2660","382","sibling"
"2660","773","sibling"
"2660","803","sibling"
"2660","808","child"
"2660","2066","sibling"
"2660","3010","sibling"
"2663","205","father"
"2663","1886","child"
"2664","1949","child"
"2665","195","sibling"
"2665","1026","sibling"
"2665","1927","sibling"
"2665","2248","sibling"
"2665","2719","child"
"2666","479","child"
"2666","2422","sibling"
"2666","2427","sibling"
"2669","986","sibling"
"2669","1317","sibling"
"2669","1364","sibling"
"2669","1843","child"
"2669","1877","child"
"2669","2316","sibling"
"2669","2390","father"
"2669","2889","father"
"2671","146","sibling"
"2671","252","child"
"2671","2818","sibling"
"2672","166","father"
"2672","623","child"
"2675","67","sibling"
"2675","295","sibling"
"2675","538","child"
"2675","701","sibling"
"2675","889","sibling"
"2675","1282","halfSiblingSameFather"
"2675","1408","halfSiblingSameFather"
"2675","1571","halfSiblingSameFather"
"2675","1842","child"
"2675","2010","sibling"
"2675","2113","halfSiblingSameFather"
"2675","2507","sibling"
"2675","2576","sibling"
"2675","2716","sibling"
"2675","2866","sibling"
"2676","567","father"
"2677","706","sibling"
"2677","1330","sibling"
"2677","1606","sibling"
"2677","2149","child"
"2678","3023","father"
"2679","430","sibling"
"2679","477","sibling"
"2679","492","sibling"
"2679","603","sibling"
"2679","654","sibling"
"2679","1420","sibling"
"2679","1538","sibling"
"2679","2537","sibling"
"2679","2730","sibling"
"2679","2803","sibling"
"2679","3104","child"
"2680","1352","father"
"2680","2913","child"
"2681","469","father"
"2681","2061","child"
"2682","2078","child"
"2683","1746","father"
"2684","1299","child"
"2685","1044","child"
"2686","2293","child"
"2686","3054","sibling"
"2687","2962","child"
"2688","1325","child"
"2688","2050","father"
"2689","1824","child"
"2689","2913","father"
"2692","955","sibling"
"2692","1249","child"
"2696","710","father"
"2696","1787","child"
"2698","71","father"
"2698","470","father"
"2698","713","father"
"2698","1105","father"
"2698","1112","father"
"2698","2702","father"
"2698","2955","father"
"2698","3066","father"
"2698","3082","father"
"2699","481","father"
"2699","692","father"
"2699","1305","child"
"2699","1602","father"
"2699","1823","sibling"
"2699","3090","father"
"2700","44","sibling"
"2700","903","child"
"2700","994","sibling"
"2700","1075","sibling"
"2700","1129","sibling"
"2700","1688","father"
"2700","2189","sibling"
"2700","2260","sibling"
"2700","2387","sibling"
"2701","233","father"
"2701","456","father"
"2701","2442","father"
"2701","2857","father"
"2702","71","sibling"
"2702","470","sibling"
"2702","713","sibling"
"2702","1105","sibling"
"2702","1112","sibling"
"2702","2698","child"
"2702","2955","sibling"
"2702","3066","sibling"
"2702","3082","sibling"
"2703","751","father"
"2703","2621","child"
"2704","758","father"
"2704","1665","father"
"2706","645","child"
"2706","1638","sibling"
"2706","2355","sibling"
"2706","2878","sibling"
"2709","190","child"
"2709","3097","father"
"2711","1774","father"
"2714","88","father"
"2715","59","halfSiblingSameFather"
"2715","97","halfSiblingSameFather"
"2715","232","halfSiblingSameFather"
"2715","416","child"
"2715","655","halfSiblingSameFather"
"2715","728","sibling"
"2715","869","sibling"
"2715","939","halfSiblingSameFather"
"2715","994","child"
"2715","1078","sibling"
"2715","1143","sibling"
"2715","1148","sibling"
"2715","1156","sibling"
"2715","1163","sibling"
"2715","1584","sibling"
"2715","2152","sibling"
"2715","2179","sibling"
"2715","2213","sibling"
"2715","2547","sibling"
"2715","2657","halfSiblingSameFather"
"2715","2762","sibling"
"2715","2822","sibling"
"2716","67","sibling"
"2716","295","sibling"
"2716","538","child"
"2716","701","sibling"
"2716","889","sibling"
"2716","1282","sibling"
"2716","1408","sibling"
"2716","1571","sibling"
"2716","2010","sibling"
"2716","2113","sibling"
"2716","2507","sibling"
"2716","2576","sibling"
"2716","2675","sibling"
"2716","2866","sibling"
"2719","195","father"
"2719","248","sibling"
"2719","1015","sibling"
"2719","1016","sibling"
"2719","1026","father"
"2719","1238","sibling"
"2719","1831","sibling"
"2719","1927","father"
"2719","2248","father"
"2719","2485","child"
"2719","2665","father"
"2719","2860","sibling"
"2719","3062","sibling"
"2720","629","sibling"
"2720","1239","sibling"
"2720","1412","sibling"
"2720","1421","father"
"2720","1466","sibling"
"2720","1571","child"
"2720","1590","sibling"
"2720","1612","sibling"
"2720","2314","sibling"
"2720","2462","sibling"
"2720","2895","sibling"
"2722","2139","child"
"2723","462","sibling"
"2723","671","child"
"2723","1587","sibling"
"2723","2964","sibling"
"2724","812","father"
"2725","125","father"
"2725","287","father"
"2725","729","sibling"
"2725","821","father"
"2725","1469","child"
"2725","1562","sibling"
"2725","2445","father"
"2725","2726","sibling"
"2726","729","sibling"
"2726","1469","child"
"2726","1562","sibling"
"2726","2725","sibling"
"2727","58","child"
"2727","616","halfSiblingSameFather"
"2727","620","sibling"
"2727","630","halfSiblingSameFather"
"2727","1685","sibling"
"2727","1782","child"
"2727","1978","sibling"
"2727","2075","sibling"
"2727","3086","sibling"
"2728","993","father"
"2729","929","sibling"
"2729","2405","child"
"2730","282","father"
"2730","430","sibling"
"2730","477","sibling"
"2730","492","sibling"
"2730","603","sibling"
"2730","654","sibling"
"2730","1399","father"
"2730","1420","sibling"
"2730","1538","sibling"
"2730","2434","father"
"2730","2537","sibling"
"2730","2679","sibling"
"2730","2803","sibling"
"2730","3104","child"
"2731","296","sibling"
"2731","311","sibling"
"2731","1214","sibling"
"2731","1235","sibling"
"2731","1262","child"
"2731","1351","sibling"
"2731","3093","sibling"
"2732","607","child"
"2732","1570","sibling"
"2732","1843","sibling"
"2734","424","sibling"
"2734","476","father"
"2734","479","sibling"
"2734","1059","sibling"
"2734","1206","child"
"2734","1212","father"
"2734","1240","sibling"
"2734","2812","sibling"
"2735","2946","child"
"2738","237","sibling"
"2738","308","sibling"
"2738","316","sibling"
"2738","748","sibling"
"2738","914","child"
"2738","1322","sibling"
"2738","1361","sibling"
"2738","1510","sibling"
"2738","1534","sibling"
"2738","2755","sibling"
"2738","3036","sibling"
"2741","337","halfSiblingSameFather"
"2741","463","halfSiblingSameFather"
"2741","645","sibling"
"2741","679","father"
"2741","682","child"
"2741","720","father"
"2741","838","father"
"2741","973","halfSiblingSameFather"
"2741","1012","sibling"
"2741","1262","halfSiblingSameFather"
"2741","1710","halfSiblingSameFather"
"2741","1751","sibling"
"2741","1813","child"
"2741","1820","sibling"
"2741","2149","halfSiblingSameFather"
"2741","2239","father"
"2741","2429","sibling"
"2741","2562","father"
"2741","3002","sibling"
"2741","3102","father"
"2743","1750","child"
"2743","1822","father"
"2745","264","sibling"
"2745","1687","child"
"2745","2943","spouseOrConcubine"
"2747","719","sibling"
"2747","905","sibling"
"2747","1715","child"
"2747","1721","sibling"
"2747","1756","sibling"
"2747","1938","child"
"2749","186","father"
"2749","2448","father"
"2751","1760","father"
"2754","1526","sibling"
"2754","1554","child"
"2754","2833","sibling"
"2754","3006","sibling"
"2755","237","sibling"
"2755","308","sibling"
"2755","316","sibling"
"2755","748","sibling"
"2755","914","child"
"2755","1322","sibling"
"2755","1361","sibling"
"2755","1510","sibling"
"2755","1534","sibling"
"2755","2738","sibling"
"2755","3036","sibling"
"2756","1060","child"
"2756","2517","father"
"2759","1256","child"
"2759","1297","mother"
"2759","1339","spouseOrConcubine"
"2759","2817","sibling"
"2761","1265","father"
"2762","59","halfSiblingSameFather"
"2762","97","halfSiblingSameFather"
"2762","232","halfSiblingSameFather"
"2762","415","father"
"2762","416","child"
"2762","655","halfSiblingSameFather"
"2762","728","sibling"
"2762","869","sibling"
"2762","939","halfSiblingSameFather"
"2762","989","spouseOrConcubine"
"2762","994","child"
"2762","1078","sibling"
"2762","1143","sibling"
"2762","1148","sibling"
"2762","1156","sibling"
"2762","1163","sibling"
"2762","1584","sibling"
"2762","2119","spouseOrConcubine"
"2762","2152","sibling"
"2762","2179","sibling"
"2762","2213","sibling"
"2762","2412","father"
"2762","2547","sibling"
"2762","2657","halfSiblingSameFather"
"2762","2715","sibling"
"2762","2822","sibling"
"2762","2825","father"
"2763","45","child"
"2763","2825","spouseOrConcubine"
"2764","1000","child"
"2765","1285","child"
"2766","1509","child"
"2767","1573","child"
"2768","991","spouseOrConcubine"
"2768","1680","child"
"2768","1698","sibling"
"2769","736","child"
"2803","430","sibling"
"2803","477","sibling"
"2803","492","sibling"
"2803","603","sibling"
"2803","654","sibling"
"2803","1420","sibling"
"2803","1538","sibling"
"2803","2537","sibling"
"2803","2679","sibling"
"2803","2730","sibling"
"2803","3104","child"
"2805","1264","father"
"2811","452","father"
"2811","1515","child"
"2812","424","sibling"
"2812","479","sibling"
"2812","1059","sibling"
"2812","1206","child"
"2812","1240","sibling"
"2812","2734","sibling"
"2813","1802","father"
"2813","2835","child"
"2814","352","child"
"2814","2900","father"
"2815","476","child"
"2815","1042","father"
"2816","1042","child"
"2816","2946","father"
"2817","1256","child"
"2817","2332","spouseOrConcubine"
"2817","2759","sibling"
"2818","146","sibling"
"2818","252","child"
"2818","2671","sibling"
"2819","226","child"
"2819","1839","father"
"2821","1209","spouseOrConcubine"
"2821","2338","mother"
"2821","2984","mother"
"2822","59","sibling"
"2822","97","sibling"
"2822","232","sibling"
"2822","655","sibling"
"2822","728","sibling"
"2822","869","sibling"
"2822","939","sibling"
"2822","994","child"
"2822","1078","sibling"
"2822","1143","sibling"
"2822","1148","sibling"
"2822","1156","sibling"
"2822","1163","sibling"
"2822","1584","sibling"
"2822","2152","sibling"
"2822","2179","sibling"
"2822","2213","sibling"
"2822","2547","sibling"
"2822","2657","sibling"
"2822","2715","sibling"
"2822","2762","sibling"
"2823","59","child"
"2823","1841","mother"
"2823","2902","spouseOrConcubine"
"2824","2495","father"
"2825","415","sibling"
"2825","2412","sibling"
"2825","2762","child"
"2825","2763","spouseOrConcubine"
"2826","1476","child"
"2826","1796","sibling"
"2826","2419","sibling"
"2826","2614","sibling"
"2827","119","sibling"
"2827","1993","sibling"
"2827","2055","child"
"2827","2363","sibling"
"2828","744","child"
"2828","1018","sibling"
"2828","1154","sibling"
"2828","1789","sibling"
"2832","487","halfSiblingSameFather"
"2832","529","halfSiblingSameFather"
"2832","938","halfSiblingSameFather"
"2832","1267","sibling"
"2832","1468","halfSiblingSameFather"
"2832","1582","halfSiblingSameFather"
"2832","1615","halfSiblingSameFather"
"2832","1773","halfSiblingSameFather"
"2832","1840","sibling"
"2832","2143","child"
"2832","2357","halfSiblingSameFather"
"2832","2433","child"
"2832","2845","sibling"
"2833","1526","sibling"
"2833","1554","child"
"2833","2754","sibling"
"2833","3006","sibling"
"2834","486","sibling"
"2834","1220","child"
"2834","2280","sibling"
"2835","2427","child"
"2835","2813","father"
"2837","79","sibling"
"2837","630","child"
"2837","911","sibling"
"2837","1025","sibling"
"2837","1341","sibling"
"2837","1769","sibling"
"2837","1770","sibling"
"2837","1887","sibling"
"2837","1945","sibling"
"2837","2046","sibling"
"2837","2094","sibling"
"2837","2148","sibling"
"2837","2164","sibling"
"2838","197","sibling"
"2838","1144","child"
"2838","1281","sibling"
"2838","1776","sibling"
"2838","1794","sibling"
"2838","2242","sibling"
"2838","3042","sibling"
"2840","175","sibling"
"2840","342","child"
"2840","958","halfSiblingSameFather"
"2840","1226","halfSiblingSameFather"
"2840","1332","sibling"
"2840","1497","sibling"
"2840","1610","halfSiblingSameFather"
"2840","2124","child"
"2840","3050","halfSiblingSameFather"
"2841","58","father"
"2841","1407","father"
"2841","2142","child"
"2841","2143","father"
"2841","2473","father"
"2845","487","halfSiblingSameFather"
"2845","529","halfSiblingSameFather"
"2845","938","halfSiblingSameFather"
"2845","1267","sibling"
"2845","1468","halfSiblingSameFather"
"2845","1582","halfSiblingSameFather"
"2845","1615","halfSiblingSameFather"
"2845","1773","halfSiblingSameFather"
"2845","1840","sibling"
"2845","2143","child"
"2845","2357","halfSiblingSameFather"
"2845","2433","child"
"2845","2832","sibling"
"2847","160","sibling"
"2847","458","sibling"
"2847","504","child"
"2847","933","sibling"
"2847","1040","sibling"
"2847","1601","sibling"
"2847","3057","sibling"
"2848","621","father"
"2848","1327","father"
"2848","1806","father"
"2848","1924","father"
"2848","2471","father"
"2853","1320","child"
"2855","1414","child"
"2855","2515","father"
"2856","695","father"
"2857","233","sibling"
"2857","456","sibling"
"2857","2442","sibling"
"2857","2701","child"
"2858","406","father"
"2859","197","mother"
"2859","1144","spouseOrConcubine"
"2860","248","sibling"
"2860","1015","sibling"
"2860","1016","sibling"
"2860","1238","sibling"
"2860","1831","sibling"
"2860","2485","child"
"2860","2719","sibling"
"2860","3062","sibling"
"2863","1228","child"
